annual_income,tot_outstanding_debt,credit_lines_count,delinquency_30d_freq,industry_sector,customer_tenure_months,support_tickets_count,marketing_email_opens,branch_code,account_manager_id,default_flag
10000.0,17231.45565406814,8,2,Tech,39,1,7,BR011,AM004,0
46110.03052394647,41358.11088804871,6,1,Manufacturing,62,3,23,BR002,AM022,0
23203.633703415933,5253.082035374286,2,4,Construction,82,1,4,BR015,AM035,1
10000.0,127523.88847856497,9,0,Construction,21,2,3,BR011,AM017,1
27341.889125366004,7585.958620262026,9,2,Retail,5,2,19,BR020,AM040,0
10000.0,12737.955229836729,3,4,Tech,32,0,2,BR010,AM020,1
96016.91549572095,40837.44840772428,9,3,Finance,1,2,9,BR007,AM009,1
11978.311073627443,72215.88101605377,2,1,Construction,2,1,5,BR003,AM001,1
43450.23194259921,48293.91960208939,3,1,Finance,8,5,23,BR010,AM049,1
14941.863266304947,13206.99633315606,6,0,Manufacturing,1,1,11,BR005,AM023,0
29364.435836369146,1000.0,4,0,Finance,27,5,21,BR012,AM035,0
31648.9519192719,70765.684988237,8,1,Manufacturing,40,2,10,BR002,AM046,1
10000.0,210681.1607377428,1,1,Construction,33,1,8,BR011,AM028,1
139712.28530944907,83013.70248934806,6,0,Tech,3,0,5,BR011,AM014,0
59689.81508552563,30828.44194299299,2,2,Tech,39,2,9,BR016,AM044,1
112203.7767716633,117049.28305544697,6,1,Services,42,0,15,BR015,AM022,1
90086.07990136786,26368.729712502598,1,2,Tech,2,4,5,BR013,AM028,0
36442.176495331,37215.08572807055,2,0,Healthcare,16,4,10,BR001,AM047,1
101977.4151707762,32421.098345991562,9,0,Healthcare,27,1,5,BR005,AM004,1
10000.0,29676.30373235937,6,0,Healthcare,12,0,1,BR018,AM035,1
10000.0,74625.15499728831,8,7,Construction,52,4,8,BR018,AM040,1
10000.0,37408.57208300749,7,2,Services,18,5,0,BR017,AM006,1
15741.283472123472,19042.31676769794,9,3,Manufacturing,3,2,9,BR009,AM017,0
19685.211671768742,14930.961124881806,9,1,Construction,18,3,18,BR005,AM038,1
12662.417728353028,1923.9099265817274,4,4,Retail,20,3,1,BR003,AM048,0
70582.31460963735,43756.85904220725,7,1,Retail,73,4,9,BR007,AM034,0
17649.079981194805,13065.732776053916,5,0,Tech,13,3,0,BR008,AM041,0
13192.113605369968,8016.297498649481,7,1,Services,53,3,3,BR001,AM032,0
31296.28332830984,53041.259530725634,4,1,Services,9,1,1,BR007,AM031,0
10000.0,57161.018603927,1,4,Manufacturing,14,2,0,BR003,AM014,1
64819.34383098925,69747.56467472872,4,1,Finance,26,1,18,BR009,AM045,1
10000.0,35016.334215322466,3,0,Tech,52,0,5,BR002,AM013,1
173365.85358349278,112241.57305174631,9,2,Services,35,2,1,BR020,AM049,1
59179.35104966046,137712.10548425588,5,1,Finance,4,4,10,BR014,AM039,1
10000.0,82349.44536320707,4,2,Construction,5,5,23,BR002,AM003,1
10000.0,50474.26134206695,8,1,Manufacturing,1,0,6,BR020,AM021,1
67595.87109944504,18100.238512494,5,0,Services,23,4,17,BR019,AM013,0
49083.836295481786,203565.3633707663,3,1,Retail,13,4,18,BR014,AM011,1
52226.51635151996,16019.641993209074,2,0,Retail,50,0,13,BR015,AM035,0
59008.58104174054,11323.51155352499,8,2,Services,109,1,3,BR004,AM050,0
10000.0,29183.62721649411,2,0,Healthcare,50,1,6,BR014,AM004,1
17755.7068966493,2925.997229306184,8,0,Healthcare,1,1,1,BR003,AM012,0
10000.0,191972.24599294545,5,2,Retail,69,1,25,BR009,AM048,1
79541.1828663289,44389.240255530516,8,0,Construction,2,1,10,BR020,AM040,1
39052.04766849496,40703.86847783398,5,2,Manufacturing,14,4,0,BR002,AM047,0
16072.752050052039,53326.07936509008,1,2,Construction,8,0,16,BR005,AM015,1
10000.0,34360.60617305688,2,1,Retail,4,1,0,BR009,AM016,1
14899.534016414149,1629.4405345821363,6,1,Services,4,2,9,BR012,AM048,1
15732.568527365254,47377.62760960768,3,2,Services,10,3,5,BR010,AM039,1
,62969.67355612115,8,1,Manufacturing,1,0,2,BR002,AM046,1
40595.5743570408,26956.887874652224,5,1,Retail,1,3,14,BR017,AM008,1
87290.07649606059,70795.54609813729,3,1,Retail,30,3,65,BR015,AM050,0
25562.64533505239,12873.895564982367,7,0,Retail,23,4,12,BR015,AM041,0
10000.0,12504.967764741614,8,4,Finance,2,3,16,BR002,AM004,0
49965.053772663974,8802.085082512098,4,0,Tech,13,2,24,BR006,AM020,0
57215.71012307456,,9,1,Services,22,2,5,BR010,AM008,0
32955.49979543315,93869.80116787604,6,0,Retail,2,2,10,BR003,AM025,1
58955.59866885458,87987.4833122851,1,1,Manufacturing,85,3,7,BR013,AM050,1
27232.589260411118,24130.06907487217,5,1,Healthcare,45,2,3,BR020,AM004,1
29587.15355109068,44472.55007766198,5,0,Finance,6,1,0,BR020,AM047,1
22312.567756337095,63794.26749490056,7,1,Tech,17,4,19,BR019,AM033,1
10000.0,13801.298452117227,7,2,Retail,17,2,1,BR011,AM026,0
10000.0,,6,1,Services,9,5,8,BR012,AM005,0
10000.0,178949.2494002064,8,3,Healthcare,34,3,0,BR015,AM028,1
40469.18203710198,48058.82376994842,2,0,Tech,25,2,7,BR001,AM004,1
15095.868351803994,199271.96577854708,7,1,Finance,47,4,0,BR018,AM033,1
28417.487085367604,20606.05957315459,7,1,Construction,1,3,12,BR018,AM041,0
95250.62119383902,60706.49398977711,4,1,Manufacturing,22,2,8,BR007,AM024,0
11469.552919331933,12590.246920003086,2,2,Services,118,1,12,BR015,AM033,1
21131.278995306904,15136.413124212433,4,2,Construction,37,2,8,BR001,AM045,0
56349.965901543335,35861.966103594714,4,0,Services,10,0,13,BR001,AM046,1
10392.20627669576,19255.052915195432,6,2,Manufacturing,4,2,4,BR018,AM027,0
10000.0,9173.404521060664,7,0,Retail,13,1,3,BR018,AM029,0
13685.612155482282,15250.276506780738,3,0,Construction,13,0,6,BR009,AM003,0
10000.0,1820.1508417577304,1,2,Construction,21,0,7,BR017,AM030,0
106198.003435225,60941.40016883758,3,1,Tech,1,0,4,BR011,AM037,0
66035.48321938278,33875.174885387016,9,2,Retail,11,3,6,BR015,AM011,0
40139.76762082124,4949.2147074391105,1,1,Manufacturing,46,2,2,BR012,AM028,1
82060.78922083252,9418.630967801651,8,0,Healthcare,24,2,10,BR005,AM002,1
,5409.0320968469305,2,0,Tech,13,3,35,BR006,AM023,0
10000.0,47413.94820513806,6,2,Construction,8,1,9,BR020,AM037,1
89232.53620942244,4947.409465852874,3,2,Services,7,0,6,BR012,AM009,0
31003.99607864688,70178.60487107208,7,0,Finance,33,2,23,BR003,AM031,1
65893.93165214265,1036.2094755511544,2,1,Finance,13,0,10,BR009,AM012,0
90569.70597144925,14342.50679674038,4,1,Manufacturing,6,1,3,BR009,AM008,1
15309.22865673274,110667.70218216533,9,3,Tech,40,2,9,BR008,AM012,1
10000.0,63386.70460111696,6,2,Healthcare,7,1,13,BR011,AM001,1
10347.469845575255,3788.377659301793,4,0,Retail,1,2,14,BR001,AM048,1
22282.307709944576,86053.71078723687,2,2,Healthcare,19,1,0,BR011,AM049,1
68153.1890655578,33965.677552264926,9,2,Services,7,2,14,BR002,AM047,1
78853.79887519333,93795.01195485244,4,3,Tech,1,3,16,BR003,AM011,1
10000.0,45907.09401593361,9,2,Finance,16,3,1,BR002,AM004,1
28595.04637354223,57258.94887477246,2,1,Finance,53,1,19,BR010,AM014,0
21610.93283674685,251809.65958889728,7,1,Manufacturing,24,0,12,BR016,AM031,1
10046.693531032979,13220.127503106829,5,1,Finance,1,0,9,BR010,AM003,0
10000.0,48901.069904609445,8,1,Services,11,3,14,BR008,AM036,1
16476.343194497298,30839.074168941304,8,1,Tech,6,1,2,BR006,AM006,1
114524.844907646,2012.563751970428,4,1,Tech,26,3,1,BR008,AM034,0
15615.352115258976,1000.0,4,2,Healthcare,14,2,0,BR004,AM020,0
,6347.856969866164,8,2,Manufacturing,4,2,5,BR014,AM039,0
48563.479075234194,52361.522936740424,3,1,Retail,14,3,7,BR004,AM031,0
18078.979958678494,41869.71341899949,7,0,Services,64,2,1,BR002,AM034,1
142711.92553166798,40307.90666780093,8,3,Healthcare,12,5,5,BR006,AM023,1
131280.3945816559,1618.7615028825962,8,2,Tech,49,4,3,BR012,AM042,0
11602.451799688211,31678.201760831187,4,1,Healthcare,15,4,21,BR020,AM048,1
27506.371138553888,129262.53368371476,9,3,Healthcare,34,0,8,BR013,AM018,1
14317.21840316187,25341.005271362894,4,1,Healthcare,36,1,1,BR015,AM014,0
13409.98705524327,49031.12635751033,8,2,Manufacturing,34,3,6,BR013,AM040,1
10000.0,75665.19351922548,6,3,Tech,24,1,0,BR017,AM021,1
37619.68283930373,76606.55006096278,5,1,Manufacturing,73,2,5,BR018,AM029,1
27940.785313185537,36623.52351780975,4,0,Manufacturing,63,2,23,BR012,AM005,1
10000.0,97579.49329849608,5,0,Tech,8,1,7,BR001,AM018,1
13065.036840414774,24827.90235184268,1,0,Healthcare,28,4,2,BR010,AM006,1
95554.43804357361,109773.2529629809,7,0,Healthcare,26,0,24,BR002,AM021,1
10954.422085683082,13736.789676712218,8,3,Manufacturing,5,3,28,BR011,AM037,0
10000.0,16440.23387077551,9,1,Finance,7,0,3,BR015,AM005,1
26890.88437894545,2729.178449354783,3,3,Services,8,0,1,BR017,AM009,0
169761.4793046104,79379.37811415056,9,0,Healthcare,9,1,0,BR002,AM032,0
11085.792542389048,26983.142097237844,5,2,Manufacturing,46,3,14,BR011,AM037,1
44606.20041189173,13010.908353380562,6,1,Retail,33,6,12,BR004,AM047,1
57355.50504957852,13184.625354642814,1,1,Finance,39,2,14,BR003,AM025,0
10853.326893432231,115834.17106606615,9,0,Retail,58,0,1,BR014,AM022,1
52109.95713969265,89763.26049642211,9,0,Manufacturing,17,1,36,BR020,AM004,0
18340.91197057216,40319.252659531754,6,1,Finance,43,1,2,BR017,AM039,1
40020.149909270855,47870.06553900761,8,2,Finance,28,2,0,BR006,AM025,1
40153.51308550553,32153.66066476076,4,1,Services,15,2,4,BR013,AM012,0
30695.409998093954,24851.6049073393,5,1,Healthcare,5,2,8,BR018,AM031,0
10000.0,123536.5093494989,5,1,Finance,13,1,5,BR016,AM044,1
72145.79176985187,6711.593524825217,7,0,Construction,5,1,6,BR005,AM050,0
15472.411746695865,27102.640299630802,7,5,Construction,8,1,8,BR001,AM001,1
10000.0,21122.571207796005,7,1,Services,8,3,2,BR010,AM022,1
10000.0,34472.77219577218,5,3,Retail,34,3,18,BR005,AM036,1
35751.13618378334,30590.51549185523,4,1,Manufacturing,17,1,3,BR007,AM033,1
45274.06937069396,36582.91856590164,8,1,Tech,37,1,63,BR010,AM042,1
10000.0,7536.434082277698,1,1,Manufacturing,50,2,36,BR002,AM023,0
28705.223381979533,35989.08778208461,1,0,Manufacturing,22,4,3,BR001,AM034,0
10272.965882198307,13881.228547753555,6,1,Construction,12,3,7,BR007,AM044,1
41444.97366190768,10187.353571061529,2,0,Finance,46,1,26,BR002,AM020,0
10000.0,3351.572964964768,3,4,Manufacturing,20,1,8,BR010,AM032,1
46968.50110270877,71911.5107280868,4,2,Construction,46,2,15,BR014,AM006,1
19558.348039244072,27882.055020689346,2,1,Tech,7,0,6,BR004,AM022,1
110413.75271217228,49261.102134910645,7,1,Manufacturing,20,6,6,BR002,AM012,1
10000.0,65022.96338990535,1,3,Services,5,2,4,BR019,AM023,1
16685.29735980687,56865.05695318765,3,1,Manufacturing,28,2,6,BR002,AM035,1
10000.0,31791.17359978833,2,1,Healthcare,21,1,0,BR003,AM049,1
103447.61588602894,24542.860392352482,9,1,Healthcare,19,3,34,BR016,AM014,1
83933.34828643977,23577.033265287606,8,3,Services,24,4,18,BR011,AM012,1
11933.094802459556,51089.340187362206,3,1,Construction,11,1,18,BR011,AM048,1
43150.50956175658,34139.485733030735,5,0,Manufacturing,5,4,11,BR020,AM030,0
67979.36290556885,94567.58202051264,3,0,Construction,39,3,2,BR006,AM022,1
32405.29442746032,103853.01269056788,6,1,Services,11,1,2,BR004,AM016,1
30171.17640775784,9350.248021773297,5,1,Construction,108,1,0,BR015,AM022,0
11075.081817516126,7322.648839032536,2,2,Retail,15,0,15,BR010,AM029,0
10000.0,49766.82223632017,8,1,Healthcare,16,2,22,BR017,AM046,1
91004.92900778091,17921.377375597254,6,1,Services,27,3,9,BR005,AM042,0
92270.97710593707,1000.0,3,2,Construction,26,0,18,BR001,AM007,0
40106.79677931539,109750.55266279199,1,3,Manufacturing,4,0,23,BR010,AM015,1
16561.860392452956,12867.393254062656,5,0,Construction,7,2,1,BR013,AM002,1
17182.704632465757,132451.8037854738,2,2,Tech,6,1,4,BR015,AM022,1
51778.617189084725,63192.236151080106,2,1,Finance,1,3,1,BR001,AM015,1
90963.8939642901,71911.70688717852,9,1,Services,1,6,5,BR011,AM019,1
87245.30277586453,11248.604590866957,7,2,Construction,24,3,6,BR012,AM027,0
60542.48767723613,13341.34804011124,6,1,Healthcare,16,0,12,BR017,AM023,0
41092.4277427082,36830.691144025965,1,1,Retail,53,4,11,BR003,AM030,0
10000.0,9443.136342839689,2,0,Healthcare,8,2,45,BR013,AM025,1
10000.0,18223.23834780909,7,1,Tech,37,0,2,BR019,AM040,1
91529.22000710023,19390.774987960416,3,2,Services,2,0,1,BR016,AM021,0
37299.75787862358,8695.646425472725,2,0,Tech,40,1,13,BR012,AM027,1
10000.0,11482.158494523323,6,1,Manufacturing,60,0,12,BR009,AM019,0
10000.0,77688.77132099464,8,1,Retail,23,4,1,BR020,AM026,1
43566.49549160964,9147.839198237112,8,3,Manufacturing,31,1,17,BR018,AM049,0
10000.0,1443.5076507051872,2,1,Healthcare,105,3,4,BR020,AM033,1
10000.0,49625.51964992533,6,0,Healthcare,11,2,6,BR006,AM036,1
31827.91384555727,186449.91686135207,5,2,Construction,1,1,11,BR005,AM003,1
47092.61146619251,20114.54366304934,7,0,Tech,27,0,9,BR006,AM039,0
42217.65928540995,6315.346355743773,4,3,Manufacturing,1,2,11,BR015,AM025,0
10157.994692320979,42243.56164441357,2,3,Finance,20,4,1,BR012,AM013,1
49816.69155594156,118411.7908710343,3,0,Construction,21,0,3,BR002,AM014,0
10832.950362112237,76638.14649666406,9,1,Retail,21,1,16,BR003,AM040,1
15745.396356723379,48711.337335347445,8,1,Healthcare,4,3,26,BR019,AM010,1
54894.30206663163,18920.946046036257,9,0,Manufacturing,1,1,5,BR006,AM024,0
41950.95257211072,39031.224934297534,5,1,Tech,57,2,32,BR018,AM043,0
75678.24309853604,4783.978672822046,5,2,Manufacturing,18,1,26,BR007,AM050,0
42872.531526790495,56807.20762431424,7,1,Retail,9,1,19,BR009,AM036,1
33601.7722234903,64566.670095690126,7,4,Construction,35,0,13,BR003,AM022,0
10000.0,167665.55688087098,1,4,Manufacturing,61,4,7,BR009,AM034,1
18336.652288280802,15082.110414087612,5,2,Manufacturing,12,3,2,BR012,AM014,0
12326.405914353247,1000.0,8,4,Healthcare,2,4,2,BR006,AM009,0
11188.00814649685,39439.80197246444,7,4,Services,28,2,1,BR003,AM050,1
144492.37624651703,61343.39616993051,2,2,Construction,57,3,18,BR004,AM012,1
19975.49988160095,78129.4997276007,8,2,Finance,94,4,0,BR013,AM022,1
89042.20844994091,10767.38422427535,2,2,Finance,40,0,3,BR010,AM033,0
39893.375429459324,15173.832231660659,1,1,Finance,7,1,9,BR006,AM018,0
63353.01010753599,35932.57596544148,3,2,Healthcare,10,2,42,BR007,AM031,0
27937.41297555082,20068.735009983506,3,1,Services,3,2,3,BR008,AM012,0
34406.2361056634,98488.65111197859,6,0,Services,29,0,2,BR006,AM038,1
27131.737333667737,32099.909434353518,3,1,Healthcare,4,5,0,BR016,AM034,0
10000.0,80366.66745459738,7,1,Retail,13,1,3,BR001,AM015,1
51270.47212263215,43448.86388502519,8,1,Retail,18,2,17,BR016,AM040,0
13183.094734650518,74160.12200002639,3,4,Tech,11,1,1,BR003,AM001,1
10000.0,20223.753907254264,9,1,Healthcare,3,1,1,BR003,AM031,1
41478.75145181095,89016.2413118004,1,1,Construction,8,0,1,BR003,AM010,0
10000.0,16049.694423546282,3,3,Construction,24,2,1,BR012,AM034,0
112843.32589093213,39493.7871700656,3,1,Retail,31,2,6,BR005,AM048,1
123102.49651152093,12040.37682167076,7,0,Retail,22,3,17,BR013,AM037,0
98540.39538535365,32268.020898257433,5,0,Services,80,0,6,BR015,AM013,1
18491.49585989467,19149.127979125562,4,2,Retail,22,2,7,BR007,AM038,0
10000.0,15510.25311238175,2,2,Finance,6,2,8,BR018,AM045,1
105420.93829327558,170539.69106958553,7,2,Manufacturing,16,2,4,BR012,AM010,1
22357.531082122452,8722.080592699971,3,2,Construction,43,3,4,BR013,AM047,0
136033.68064488223,77399.70189305404,7,1,Tech,9,0,10,BR019,AM022,1
132549.41904520823,207276.50201546476,7,0,Services,32,3,4,BR003,AM038,0
76695.48068717677,1005.109278708012,2,2,Manufacturing,36,4,1,BR005,AM026,0
13951.042726886411,60036.80474663965,7,2,Retail,65,0,19,BR018,AM011,1
19451.677283947745,14578.601798370224,6,4,Tech,12,5,8,BR005,AM049,1
76189.06609912319,2066.5137007189137,4,0,Retail,7,1,17,BR011,AM033,0
15245.849257228683,25782.661141043143,5,0,Healthcare,17,1,6,BR020,AM010,0
10000.0,136836.22808588005,8,1,Manufacturing,120,3,10,BR010,AM031,1
32549.47968240911,1000.0,5,1,Healthcare,55,2,25,BR016,AM021,1
110051.73883228167,44322.72606707372,3,1,Finance,8,0,13,BR017,AM046,0
47633.02391031749,34797.20226665156,2,3,Healthcare,5,1,4,BR020,AM034,1
33764.49345742622,103329.8846568718,6,3,Tech,15,2,3,BR016,AM025,1
10000.0,4387.039302858321,6,2,Healthcare,4,1,3,BR012,AM009,1
38181.22862070871,57210.72668992043,7,1,Retail,34,5,6,BR016,AM018,1
184422.7899138527,56988.85747821575,8,1,Manufacturing,1,2,25,BR007,AM030,0
10000.0,55293.93378079629,4,1,Manufacturing,6,2,0,BR002,AM021,1
29219.81299926015,142654.8058368746,8,1,Tech,1,3,14,BR002,AM050,1
83944.34551603178,86605.0091441964,1,2,Healthcare,6,3,4,BR015,AM029,0
54001.3699341468,2143.9515971052347,6,2,Healthcare,1,4,16,BR005,AM040,1
47762.97701206692,31846.173848926235,6,5,Manufacturing,26,1,5,BR010,AM017,0
48491.502248979596,25370.992849078655,3,2,Retail,20,5,12,BR010,AM004,0
17819.693692597964,18563.85340279301,9,1,Tech,5,1,18,BR012,AM048,1
13902.483370683807,30013.518418284424,5,0,Healthcare,5,3,6,BR008,AM033,1
66294.9802903885,24241.18002075716,1,3,Healthcare,8,2,13,BR013,AM023,0
66453.12796348115,28311.094250635826,7,1,Services,38,1,0,BR007,AM007,0
80718.0018947166,193789.05162136978,3,1,Manufacturing,3,1,3,BR008,AM034,1
97784.63847346546,4640.479056669409,4,3,Retail,3,4,3,BR019,AM024,0
28643.72947731615,127700.53555485615,6,0,Tech,17,7,6,BR009,AM007,1
27847.37510204797,32719.08946317213,8,1,Healthcare,48,3,10,BR011,AM008,1
64037.997292339496,48874.04265817186,4,3,Services,6,5,6,BR020,AM003,1
41988.76299551201,88651.68478763064,9,0,Services,2,0,18,BR017,AM040,1
48422.02594046068,22350.542375714445,8,3,Construction,16,1,2,BR007,AM045,0
63544.77899816819,28142.96909285748,6,1,Healthcare,31,2,1,BR007,AM049,0
88292.93905387068,26340.846990936196,7,5,Construction,23,2,4,BR013,AM027,1
16499.296285506167,23478.66789414759,8,1,Healthcare,12,2,2,BR006,AM004,1
18837.471549102254,129867.49051110893,2,1,Tech,1,1,9,BR017,AM002,1
10000.0,88284.09067401651,5,3,Manufacturing,8,0,8,BR002,AM005,1
34536.56106437738,5770.54200670983,7,1,Healthcare,60,4,13,BR005,AM010,0
,5721.372174755326,8,2,Retail,6,0,15,BR008,AM037,1
25064.277927284384,27919.409636578657,5,5,Manufacturing,22,1,1,BR007,AM009,0
31291.78342748504,5193.491183061383,3,2,Retail,57,3,4,BR016,AM008,1
13505.2264125809,48260.013912802446,6,2,Retail,16,1,0,BR002,AM003,1
35745.30120584701,7756.234791611584,5,3,Construction,14,1,11,BR011,AM029,1
10000.0,36946.28692507776,8,2,Construction,3,1,16,BR017,AM045,1
10000.0,1000.0,9,4,Manufacturing,94,1,32,BR007,AM015,0
69174.05478152544,19033.479802507212,9,1,Tech,4,2,31,BR002,AM033,0
17863.400968309787,56534.68029628434,6,4,Retail,15,2,9,BR007,AM042,1
10000.0,33086.19909530443,4,0,Construction,4,1,13,BR012,AM016,1
29546.143531160626,191451.89155061654,4,2,Tech,10,1,2,BR009,AM042,1
58785.91761782941,103614.87449128613,9,0,Construction,51,3,8,BR003,AM011,1
10000.0,22241.81239411392,4,1,Retail,24,1,4,BR002,AM006,1
39008.78474625971,2327.676791715474,8,3,Services,1,0,1,BR020,AM048,0
10000.0,93418.94967165259,9,0,Construction,81,1,6,BR020,AM049,1
10000.0,121087.75405322351,5,2,Tech,36,2,5,BR019,AM008,1
30316.35762502084,85914.50178299578,6,1,Finance,120,2,0,BR005,AM043,1
31116.41770778969,6845.422475939164,3,2,Finance,34,0,30,BR013,AM009,0
40581.49792818464,300000.0,5,2,Manufacturing,34,2,31,BR005,AM014,1
51798.42251666737,14959.685326457726,5,4,Finance,28,3,8,BR013,AM024,0
148942.2803479997,64404.85633599202,2,2,Manufacturing,13,2,28,BR015,AM008,1
29051.64476921425,119317.2932205887,6,1,Retail,9,6,2,BR003,AM033,1
15600.788564239152,13438.901871816757,9,1,Healthcare,17,2,15,BR019,AM029,1
63426.15918930745,119439.0517690789,7,3,Services,4,1,29,BR014,AM002,1
12634.058617445491,18515.63145005537,8,2,Finance,30,2,5,BR015,AM018,1
23119.337250932054,187353.44972357986,2,0,Finance,120,1,3,BR003,AM023,1
10000.0,16512.781418334012,9,3,Construction,22,0,11,BR014,AM046,1
10000.0,153346.19025671732,3,4,Healthcare,46,2,6,BR012,AM031,1
131495.19693074407,2751.574209342951,5,0,Construction,4,3,4,BR017,AM022,0
72310.70568460251,61768.35984831149,7,0,Finance,41,2,15,BR006,AM044,1
,37976.22383637805,4,0,Services,57,4,2,BR020,AM045,0
21034.385778605676,32492.61171911968,7,1,Retail,43,1,11,BR016,AM020,1
10000.0,12647.565707413238,8,2,Retail,23,1,4,BR010,AM038,0
10000.0,61140.07955993686,4,2,Tech,62,4,3,BR014,AM045,1
11520.239565063344,10586.04515884479,5,2,Tech,78,3,26,BR004,AM016,1
31871.625932532585,40242.141150672374,3,1,Finance,40,0,2,BR019,AM023,0
50153.97151107103,14600.930619213697,5,1,Tech,19,0,4,BR020,AM047,0
43175.61398787194,155749.87260611219,8,4,Finance,43,3,9,BR016,AM025,1
13136.490455559837,1452.4530915993475,3,5,Retail,11,2,0,BR016,AM037,1
123924.13994225227,11140.197956060594,5,3,Construction,10,8,1,BR019,AM019,0
53560.696195009055,13874.087413926045,1,0,Manufacturing,10,4,9,BR013,AM019,0
32329.21927725325,26727.561986751076,2,1,Retail,5,2,8,BR002,AM038,1
37841.2188814974,13245.841696692201,3,2,Services,23,1,9,BR008,AM036,1
21761.514621282055,33799.66666114816,1,1,Manufacturing,25,3,8,BR015,AM002,0
11386.45169096254,102968.42725606693,9,1,Retail,47,5,17,BR010,AM007,1
17600.565172924496,62250.751816148564,9,3,Healthcare,28,1,4,BR004,AM020,1
56727.27391026853,43370.50246330954,5,0,Finance,36,4,1,BR002,AM004,0
,4660.793509172756,4,1,Retail,28,0,22,BR014,AM026,0
10000.0,59207.219389238555,5,1,Tech,28,1,8,BR015,AM011,1
10000.0,9100.937190977964,4,1,Construction,9,2,15,BR014,AM017,0
,77174.87480532023,5,1,Healthcare,81,3,2,BR020,AM037,1
77368.12134462634,14387.887666452192,7,1,Construction,24,1,6,BR002,AM043,1
48649.624468027534,26982.58390751879,8,1,Manufacturing,21,0,1,BR020,AM015,1
25711.383776515693,21575.328302268077,2,1,Retail,45,1,1,BR001,AM012,0
10000.0,97883.82523174418,4,2,Tech,13,2,6,BR009,AM040,1
27060.71863188933,6764.902395693722,8,1,Healthcare,2,2,9,BR014,AM050,0
25658.013283774846,41694.641805365216,7,0,Services,6,2,26,BR010,AM017,1
10000.0,7661.1493975017565,9,2,Retail,39,1,0,BR006,AM041,1
22755.965252092952,61004.40405560138,5,2,Tech,31,5,4,BR013,AM016,1
20333.464583328274,117735.05617864308,6,1,Services,2,0,13,BR013,AM048,1
38268.89731652538,28511.76854491016,8,1,Services,1,5,3,BR008,AM016,0
40324.58144163648,33480.54330049398,5,0,Manufacturing,23,4,13,BR005,AM035,0
10000.0,131155.24793687198,9,0,Construction,66,2,30,BR001,AM003,1
